fas_id,name,address,postcode,easting,northing,latitude,longitude,local_authority
174745,Last Orders,"423-425 Halliwell Road, Bolton",BL1 8DE,370695,410944.0,53.594235,-2.444233,Bolton
174764,Lion of Vienna,"158 Chorley New Road, Bolton",BL1 4PE,369833,409399.0,53.580309,-2.457107,Bolton
174772,Little John,"184 Lever Street, Bolton",BL3 6NN,371758,408043.0,53.568228,-2.42791,Bolton
174775,Little Lever Conservative Club,"Fletcher Street, Little Lever, Bolton",BL3 1HW,375556,407228.0,53.561095,-2.370499,Bolton
174776,Little Lever Cricket Club,"Victory Road, Little Lever, Bolton",BL3 1JB,375731,407559.0,53.564078,-2.367883,Bolton
174781,Little Lever Working Mens Club,"Victory Road, Little Lever, Bolton",BL3 1HZ,375659,407410.0,53.562744,-2.368959,Bolton
174797,Lord Raglan,"384 Halliwell Road, Bolton",BL1 8AP,370898,410877.0,53.593653,-2.44116,Bolton
174803,Lounge Seven,"75-77 Market Street, Westhoughton, Bolton",BL5 3AA,365365,405927.0,53.548834,-2.524201,Bolton
174822,M Kidd at The Grapes,"47 Market Street, Stoneclough Radcliffe, Bolton",M26 1HF,375636,405559.0,53.546097,-2.369161,Bolton
174847,Market Street Tavern,"131 Market Street, Stoneclough Radcliffe, Bolton",M26 1HF,375636,405559.0,53.546097,-2.369161,Bolton
174848,Markland Hill Lawn Tennis Club,"Victoria Road, Bolton",BL1 5AN,368265,409700.0,53.582921,-2.480819,Bolton
174860,Masonic Hall,"Brookfield, Peel Street, Westhoughton, Bolton",BL5 3SP,365305,406498.0,53.553963,-2.52517,Bolton
174908,Millstone,"12 Crown Street, Bolton",BL1 2RU,371797,409352.0,53.579987,-2.427439,Bolton
174919,Mojo's,"43-45 Bradshawgate, Bolton",BL1 1DR,371871,409158.0,53.578247,-2.426304,Bolton
174927,Morris Dancers,"14 Sapling Road, Bolton",BL3 3QL,370131,406908.0,53.557936,-2.452367,Bolton
174937,Mosley Arms,"119 Red Lane, Bolton",BL2 5HP,374613,410131.0,53.587142,-2.384973,Bolton
174993,Nelson,"30 Chorley Old Road, Bolton",BL1 3AA,370907,409672.0,53.582823,-2.440911,Bolton
175036,Oasis Club,"104 Derby Street, Bolton",BL3 6HG,371161,408447.0,53.571818,-2.436961,Bolton
175038,Octagon Theatre Trust  Ltd,"Howell Croft South, Bolton",BL1 1SB,371590,409056.0,53.577324,-2.430539,Bolton
175039,Oddfellows Arms Hotel,"140 St Helens Road, Bolton",BL3 3PJ,370333,407623.0,53.564383,-2.449386,Bolton
175052,Our Lady of Lourdes Social Centre,"Plodder Lane, Farnworth, Bolton",BL4 0BR,372281,405884.0,53.548851,-2.419821,Bolton
175053,Over Hulton Conservative Club Ltd,"St Helens Road, Bolton",BL5 1AA,369004,406052.0,53.550177,-2.469294,Bolton
175074,Park Hotel,"259 Bridgeman Street, Bolton",BL3 6RR,371410,408094.0,53.568668,-2.433169,Bolton
175093,Pheasant Plucker,"55 Lee Lane, Horwich, Bolton",BL6 7AX,363963,411633.0,53.600024,-2.54602,Bolton
